accountno,trans_date,ref_code,ref_no,amount,timestamp,tag,reading,consumption,sequence,custno
"0211200099",01/09/2025,"72","25-01-000007",0.00,/  /,"C",2642,0,186336,99
"0211200040",01/09/2025,"04","6997844",-846.00,/  /,"W",0,0,186338,40
"0211200040",01/09/2025,"15","6997844",-19.75,/  /,"F",0,0,186339,40
"0211200070",01/09/2025,"04","6997845",-297.00,/  /,"W",0,0,186340,70
"0211200070",01/09/2025,"15","6997845",-9.00,/  /,"F",0,0,186341,70
"0311202500",01/09/2025,"04","6997846",-171.00,/  /,"W",0,0,186342,2500
"0311202500",01/09/2025,"15","6997846",-4.50,/  /,"F",0,0,186343,2500
"0211200016",01/09/2025,"04","6998611",-75.00,/  /,"W",0,0,186344,16
"0211200016",01/09/2025,"15","6998611",-1.00,/  /,"F",0,0,186345,16
"1411202491",01/09/2025,"04","6998612",-87.00,/  /,"W",0,0,186346,2491
"1411202491",01/09/2025,"15","6998612",-2.75,/  /,"F",0,0,186347,2491
"0211200048",01/09/2025,"04","6997847",-324.00,/  /,"W",0,0,186348,48
"0211200048",01/09/2025,"15","6997847",-5.25,/  /,"F",0,0,186349,48
"0211200071",01/09/2025,"04","6997848",-1143.00,/  /,"W",0,0,186350,71
"0211200071",01/09/2025,"15","6997848",-20.50,/  /,"F",0,0,186351,71
"1411202025",01/09/2025,"04","6998613",-1365.00,/  /,"W",0,0,186352,2025
"1411202025",01/09/2025,"15","6998613",-22.50,/  /,"F",0,0,186353,2025
"0511202341",01/09/2025,"04","6998614",-54.00,/  /,"W",0,0,186354,2341
"0511202341",01/09/2025,"15","6998614",-3.25,/  /,"F",0,0,186355,2341
"0611202166",01/09/2025,"04","6998615",-150.00,/  /,"W",0,0,186356,2166
"0611202166",01/09/2025,"15","6998615",-4.25,/  /,"F",0,0,186357,2166
"0711200829",01/09/2025,"04","6997849",-2442.00,/  /,"W",0,0,186358,829
"0711200829",01/09/2025,"15","6997849",-41.00,/  /,"F",0,0,186359,829
"0311200209",01/09/2025,"04","6998616",-195.00,/  /,"W",0,0,186360,209
"0311200209",01/09/2025,"15","6998616",-5.00,/  /,"F",0,0,186361,209
"0213200068",01/09/2025,"04","6997850",-541.00,/  /,"W",0,0,186362,68
"0213200068",01/09/2025,"15","6997850",-9.25,/  /,"F",0,0,186363,68
"0313201114",01/09/2025,"04","6998617",-1746.00,/  /,"W",0,0,186364,1114
"0313201114",01/09/2025,"15","6998617",-29.00,/  /,"F",0,0,186365,1114
"0211200044",01/09/2025,"04","6998618",-150.00,/  /,"W",0,0,186366,44
"0211200044",01/09/2025,"75","2025-0000325",0.00,/  /,"O",29820,0,186366,44
"0611202175",01/09/2025,"04","6999151",-628.50,/  /,"W",0,0,186368,2175
"0611202175",01/09/2025,"15","6999151",-12.25,/  /,"F",0,0,186369,2175
"1311201003",01/09/2025,"04","6998619",-1569.00,/  /,"W",0,0,186370,1003
"1311201003",01/09/2025,"15","6998619",-28.75,/  /,"F",0,0,186371,1003
"0411201335",01/09/2025,"04","6999152",-75.00,/  /,"W",0,0,186372,1335
"0411201335",01/09/2025,"15","6999152",-1.75,/  /,"F",0,0,186373,1335
"0411201287",01/09/2025,"04","6999153",-162.00,/  /,"W",0,0,186374,1287
"0411201287",01/09/2025,"15","6999153",-4.00,/  /,"F",0,0,186375,1287
"0411201334",01/09/2025,"04","6999154",-150.00,/  /,"W",0,0,186376,1334
"0411201334",01/09/2025,"15","6999154",-4.25,/  /,"F",0,0,186377,1334
"0711200785",01/09/2025,"04","6998620",-75.00,/  /,"W",0,0,186378,785
"0711200785",01/09/2025,"15","6998620",-1.50,/  /,"F",0,0,186379,785
"1111201663",01/09/2025,"04","6998621",-282.00,/  /,"W",0,0,186380,1663
"1111201663",01/09/2025,"15","6998621",-7.75,/  /,"F",0,0,186381,1663
"1011200554",01/09/2025,"04","6998622",-300.00,/  /,"W",0,0,186382,554
"1311201022",01/09/2025,"04","6998623",-390.00,/  /,"W",0,0,186383,1022
"1311201022",01/09/2025,"15","6998623",-8.50,/  /,"F",0,0,186384,1022
"0211200051",01/09/2025,"04","6999155",-159.00,/  /,"W",0,0,186385,51
"0211200051",01/09/2025,"15","6999155",-4.25,/  /,"F",0,0,186386,51
"0813200316",01/09/2025,"04","6998624",-874.00,/  /,"W",0,0,186387,316
"0813200316",01/09/2025,"15","6998624",-13.75,/  /,"F",0,0,186388,316
"0411201320",01/09/2025,"04","6998625",-679.00,/  /,"W",0,0,186389,1320
"0411201320",01/09/2025,"15","6998625",-27.75,/  /,"F",0,0,186390,1320
"0711200636",01/09/2025,"04","6999156",-195.00,/  /,"W",0,0,186391,636
"0711200636",01/09/2025,"15","6999156",-5.00,/  /,"F",0,0,186392,636
"0111201144",01/09/2025,"04","6999157",-75.00,/  /,"W",0,0,186393,1144
"0111201144",01/09/2025,"15","6999157",-1.75,/  /,"F",0,0,186394,1144
"0211200011",01/09/2025,"04","6999158",-262.50,/  /,"W",0,0,186395,11
"0211200011",01/09/2025,"15","6999158",-6.25,/  /,"F",0,0,186396,11
"0511202404",01/09/2025,"04","6999159",-87.00,/  /,"W",0,0,186397,2404
"0511202404",01/09/2025,"15","6999159",-2.75,/  /,"F",0,0,186398,2404
"1011201122",01/09/2025,"04","6998626",-1743.00,/  /,"W",0,0,186399,1122
"1011201122",01/09/2025,"15","6998626",-28.00,/  /,"F",0,0,186400,1122
"0511202291",01/09/2025,"04","6998627",-87.00,/  /,"W",0,0,186401,2291
"0511202291",01/09/2025,"15","6998627",-2.75,/  /,"F",0,0,186402,2291
"1311200956",01/09/2025,"04","6998628",-75.00,/  /,"W",0,0,186403,956
"1311200956",01/09/2025,"15","6998628",-1.00,/  /,"F",0,0,186404,956
"1311202388",01/09/2025,"04","6999160",-150.00,/  /,"W",0,0,186405,2388
"1311202388",01/09/2025,"15","6999160",-3.25,/  /,"F",0,0,186406,2388
"0211200099",01/09/2025,"04","6998629",-75.00,/  /,"W",0,0,186407,99
"1411202138",01/09/2025,"04","6999161",-222.00,/  /,"W",0,0,186408,2138
"1411202138",01/09/2025,"15","6999161",-5.50,/  /,"F",0,0,186409,2138
"0211200013",01/09/2025,"04","6999162",-159.00,/  /,"W",0,0,186410,13
"0211200013",01/09/2025,"15","6999162",-4.25,/  /,"F",0,0,186411,13
"0511202310",01/09/2025,"04","6998630",-375.00,/  /,"W",0,0,186412,2310
"0511202310",01/09/2025,"15","6998630",-8.25,/  /,"F",0,0,186413,2310
"1011200435",01/09/2025,"04","6999163",-657.00,/  /,"W",0,0,186414,435
"1011200435",01/09/2025,"15","6999163",-14.75,/  /,"F",0,0,186415,435
"0511202323",01/09/2025,"04","6999164",-159.00,/  /,"W",0,0,186416,2323
"0511202323",01/09/2025,"15","6999164",-4.25,/  /,"F",0,0,186417,2323
"0211200099",01/09/2025,"75","2025-0000326",0.00,/  /,"O",2642,0,186417,99
"1311200978",01/09/2025,"04","6998631",-123.00,/  /,"W",0,0,186419,978
"1311200978",01/09/2025,"15","6998631",-3.50,/  /,"F",0,0,186420,978
"1311200924",01/09/2025,"04","6999165",-541.50,/  /,"W",0,0,186421,924
"1311200924",01/09/2025,"15","6999165",-14.00,/  /,"F",0,0,186422,924
"0511202274",01/09/2025,"04","6998632",-1276.50,/  /,"W",0,0,186423,2274
"0511202274",01/09/2025,"15","6998632",-27.50,/  /,"F",0,0,186424,2274
"1011200490",01/09/2025,"04","6999166",-403.50,/  /,"W",0,0,186425,490
"1011200490",01/09/2025,"15","6999166",-10.25,/  /,"F",0,0,186426,490
"0611201047",01/09/2025,"02","00066172",208.50,01/09/2025,"W",5055,21,186427,1047
"0611201047",01/09/2025,"15","00066172",5.25,01/09/2025,"F",0,0,186428,1047
"0612202142",01/09/2025,"02","00066173",171.00,01/09/2025,"W",2017,18,186429,2142
"0612202142",01/09/2025,"15","00066173",4.50,01/09/2025,"F",0,0,186430,2142
"0611202143",01/09/2025,"02","00066174",75.00,01/09/2025,"W",1350,6,186431,2143
"0611202143",01/09/2025,"15","00066174",1.50,01/09/2025,"F",0,0,186432,2143
"0611202145",01/09/2025,"02","00066175",450.00,01/09/2025,"W",2173,38,186433,2145
"0611202145",01/09/2025,"15","00066175",9.50,01/09/2025,"F",0,0,186434,2145
"0611202147",01/09/2025,"02","00066176",420.00,01/09/2025,"W",8449,36,186435,2147
"0611202147",01/09/2025,"15","00066176",9.00,01/09/2025,"F",0,0,186436,2147
"0611202148",01/09/2025,"02","00066177",75.00,01/09/2025,"W",640,10,186437,2148
"0611202148",01/09/2025,"15","00066177",2.50,01/09/2025,"F",0,0,186438,2148
"0611202149",01/09/2025,"02","00066178",390.00,01/09/2025,"W",332,34,186439,2149
"0611202149",01/09/2025,"15","00066178",8.50,01/09/2025,"F",0,0,186440,2149
"0611202150",01/09/2025,"02","00066179",75.00,01/09/2025,"W",1572,7,186441,2150
"0611202150",01/09/2025,"15","00066179",1.75,01/09/2025,"F",0,0,186442,2150
"0611202151",01/09/2025,"02","00066180",123.00,01/09/2025,"W",2135,14,186443,2151
"0611202151",01/09/2025,"15","00066180",3.50,01/09/2025,"F",0,0,186444,2151
"0611202152",01/09/2025,"02","00066181",75.00,01/09/2025,"W",68,0,186445,2152
"0611202154",01/09/2025,"02","00066182",75.00,01/09/2025,"W",5599,3,186446,2154
"0611202154",01/09/2025,"15","00066182",0.75,01/09/2025,"F",0,0,186447,2154
"0611202155",01/09/2025,"02","00066183",276.00,01/09/2025,"W",2430,26,186448,2155
"0611202155",01/09/2025,"15","00066183",6.50,01/09/2025,"F",0,0,186449,2155
"0611202156",01/09/2025,"02","00066184",75.00,01/09/2025,"W",4079,2,186450,2156
"0611202156",01/09/2025,"15","00066184",0.50,01/09/2025,"F",0,0,186451,2156
"0611202157",01/09/2025,"02","00066185",75.00,01/09/2025,"W",2586,10,186452,2157
"0611202157",01/09/2025,"15","00066185",2.50,01/09/2025,"F",0,0,186453,2157
"0611202158",01/09/2025,"02","00066186",159.00,01/09/2025,"W",4429,17,186454,2158
"0611202158",01/09/2025,"15","00066186",4.25,01/09/2025,"F",0,0,186455,2158
"0611202159",01/09/2025,"02","00066187",75.00,01/09/2025,"W",608,9,186456,2159
"0611202159",01/09/2025,"15","00066187",2.25,01/09/2025,"F",0,0,186457,2159
"0611202161",01/09/2025,"02","00066188",303.00,01/09/2025,"W",586,28,186458,2161
"0611202161",01/09/2025,"15","00066188",7.00,01/09/2025,"F",0,0,186459,2161
"0611202162",01/09/2025,"02","00066189",135.00,01/09/2025,"W",396,15,186460,2162
"0611202162",01/09/2025,"15","00066189",3.75,01/09/2025,"F",0,0,186461,2162
"0611202163",01/09/2025,"02","00066190",123.00,01/09/2025,"W",592,14,186462,2163
"0611202163",01/09/2025,"15","00066190",3.50,01/09/2025,"F",0,0,186463,2163
"0611202164",01/09/2025,"02","00066191",195.00,01/09/2025,"W",3037,20,186464,2164
"0611202164",01/09/2025,"15","00066191",5.00,01/09/2025,"F",0,0,186465,2164
"0611202165",01/09/2025,"02","00066192",195.00,01/09/2025,"W",3246,20,186466,2165
"0611202165",01/09/2025,"15","00066192",5.00,01/09/2025,"F",0,0,186467,2165
"0611202166",01/09/2025,"02","00066193",75.00,01/09/2025,"W",2732,9,186468,2166
"0611202166",01/09/2025,"15","00066193",2.25,01/09/2025,"F",0,0,186469,2166
"0611202167",01/09/2025,"02","00066194",75.00,01/09/2025,"W",53,0,186470,2167
"0611202168",01/09/2025,"02","00066195",135.00,01/09/2025,"W",471,15,186471,2168
"0611202168",01/09/2025,"15","00066195",3.75,01/09/2025,"F",0,0,186472,2168
"0611202169",01/09/2025,"02","00066196",717.00,01/09/2025,"W",3531,54,186473,2169
"0611202169",01/09/2025,"15","00066196",13.50,01/09/2025,"F",0,0,186474,2169
"0611202170",01/09/2025,"02","00066197",235.50,01/09/2025,"W",5451,23,186475,2170
"0611202170",01/09/2025,"15","00066197",5.75,01/09/2025,"F",0,0,186476,2170
"0611202171",01/09/2025,"02","00066198",579.00,01/09/2025,"W",537,46,186477,2171
"0611202171",01/09/2025,"15","00066198",11.50,01/09/2025,"F",0,0,186478,2171
"0611202172",01/09/2025,"02","00066199",123.00,01/09/2025,"W",3883,14,186479,2172
"0611202172",01/09/2025,"15","00066199",3.50,01/09/2025,"F",0,0,186480,2172
"0611202173",01/09/2025,"02","00066200",2445.00,01/09/2025,"W",1082,150,186481,2173
"0611202173",01/09/2025,"15","00066200",37.50,01/09/2025,"F",0,0,186482,2173
"0611202174",01/09/2025,"02","00066201",330.00,01/09/2025,"W",3454,30,186483,2174
"0611202174",01/09/2025,"15","00066201",7.50,01/09/2025,"F",0,0,186484,2174
"0611202175",01/09/2025,"02","00066202",450.00,01/09/2025,"W",765,38,186485,2175
"0611202175",01/09/2025,"15","00066202",9.50,01/09/2025,"F",0,0,186486,2175
"0611202177",01/09/2025,"02","00066203",345.00,01/09/2025,"W",1112,31,186487,2177
"0611202177",01/09/2025,"15","00066203",7.75,01/09/2025,"F",0,0,186488,2177
"0611202178",01/09/2025,"02","00066204",75.00,01/09/2025,"W",1042,3,186489,2178
"0611202178",01/09/2025,"15","00066204",0.75,01/09/2025,"F",0,0,186490,2178
"0611202179",01/09/2025,"02","00066205",75.00,01/09/2025,"W",7768,0,186491,2179
"0611202180",01/09/2025,"02","00066206",75.00,01/09/2025,"W",2374,3,186492,2180
"0611202180",01/09/2025,"15","00066206",0.75,01/09/2025,"F",0,0,186493,2180
"0611202181",01/09/2025,"02","00066207",171.00,01/09/2025,"W",1110,18,186494,2181
"0611202181",01/09/2025,"15","00066207",4.50,01/09/2025,"F",0,0,186495,2181
"0611202182",01/09/2025,"02","00066208",183.00,01/09/2025,"W",4296,19,186496,2182
"0611202182",01/09/2025,"15","00066208",4.75,01/09/2025,"F",0,0,186497,2182
"0611202183",01/09/2025,"02","00066209",99.00,01/09/2025,"W",1919,12,186498,2183
"0611202183",01/09/2025,"15","00066209",3.00,01/09/2025,"F",0,0,186499,2183
"0611202184",01/09/2025,"02","00066210",316.50,01/09/2025,"W",881,29,186500,2184
"0611202184",01/09/2025,"15","00066210",7.25,01/09/2025,"F",0,0,186501,2184
"0611202185",01/09/2025,"02","00066211",375.00,01/09/2025,"W",4841,33,186502,2185
"0611202185",01/09/2025,"15","00066211",8.25,01/09/2025,"F",0,0,186503,2185
"0611202186",01/09/2025,"02","00066212",135.00,01/09/2025,"W",2215,15,186504,2186
"0611202186",01/09/2025,"15","00066212",3.75,01/09/2025,"F",0,0,186505,2186
"0611202187",01/09/2025,"02","00066213",87.00,01/09/2025,"W",1302,11,186506,2187
"0611202187",01/09/2025,"15","00066213",2.75,01/09/2025,"F",0,0,186507,2187
"0611202188",01/09/2025,"02","00066214",222.00,01/09/2025,"W",2724,22,186508,2188
"0611202188",01/09/2025,"15","00066214",5.50,01/09/2025,"F",0,0,186509,2188
"0611202189",01/09/2025,"02","00066215",75.00,01/09/2025,"W",2844,8,186510,2189
"0611202189",01/09/2025,"15","00066215",2.00,01/09/2025,"F",0,0,186511,2189
"0611202190",01/09/2025,"02","00066216",262.50,01/09/2025,"W",2025,25,186512,2190
"0611202190",01/09/2025,"15","00066216",6.25,01/09/2025,"F",0,0,186513,2190
"0611202192",01/09/2025,"02","00066217",135.00,01/09/2025,"W",506,15,186514,2192
"0611202192",01/09/2025,"15","00066217",3.75,01/09/2025,"F",0,0,186515,2192
"0611202193",01/09/2025,"02","00066218",123.00,01/09/2025,"W",756,14,186516,2193
"0611202193",01/09/2025,"15","00066218",3.50,01/09/2025,"F",0,0,186517,2193
"0611202194",01/09/2025,"02","00066219",135.00,01/09/2025,"W",1755,15,186518,2194
"0611202194",01/09/2025,"15","00066219",3.75,01/09/2025,"F",0,0,186519,2194
"0611202195",01/09/2025,"02","00066220",99.00,01/09/2025,"W",3086,12,186520,2195
"0611202195",01/09/2025,"15","00066220",3.00,01/09/2025,"F",0,0,186521,2195
"0611202196",01/09/2025,"02","00066221",75.00,01/09/2025,"W",1170,7,186522,2196
"0611202196",01/09/2025,"15","00066221",1.75,01/09/2025,"F",0,0,186523,2196
"0611202197",01/09/2025,"02","00066222",595.50,01/09/2025,"W",2099,47,186524,2197
"0611202197",01/09/2025,"15","00066222",11.75,01/09/2025,"F",0,0,186525,2197
"0611202198",01/09/2025,"02","00066223",249.00,01/09/2025,"W",4310,24,186526,2198
"0611202198",01/09/2025,"15","00066223",6.00,01/09/2025,"F",0,0,186527,2198
"0611202199",01/09/2025,"02","00066224",75.00,01/09/2025,"W",933,1,186528,2199
"0611202199",01/09/2025,"15","00066224",0.25,01/09/2025,"F",0,0,186529,2199
"0611202200",01/09/2025,"02","00066225",1059.00,01/09/2025,"W",1604,73,186530,2200
"0611202200",01/09/2025,"15","00066225",18.25,01/09/2025,"F",0,0,186531,2200
"0611202201",01/09/2025,"02","00066226",75.00,01/09/2025,"W",79,1,186532,2201
"0611202201",01/09/2025,"15","00066226",0.25,01/09/2025,"F",0,0,186533,2201
"0611202202",01/09/2025,"02","00066227",111.00,01/09/2025,"W",3151,13,186534,2202
"0611202202",01/09/2025,"15","00066227",3.25,01/09/2025,"F",0,0,186535,2202
"0611202203",01/09/2025,"02","00066228",289.50,01/09/2025,"W",1486,27,186536,2203
"0611202203",01/09/2025,"15","00066228",6.75,01/09/2025,"F",0,0,186537,2203
"0611202204",01/09/2025,"02","00066229",75.00,01/09/2025,"W",1297,3,186538,2204
"0611202204",01/09/2025,"15","00066229",0.75,01/09/2025,"F",0,0,186539,2204
"0611202205",01/09/2025,"02","00066230",75.00,01/09/2025,"W",2371,5,186540,2205
"0611202205",01/09/2025,"15","00066230",1.25,01/09/2025,"F",0,0,186541,2205
"0611202206",01/09/2025,"02","00066231",75.00,01/09/2025,"W",216,1,186542,2206
"0611202206",01/09/2025,"15","00066231",0.25,01/09/2025,"F",0,0,186543,2206
"0611202207",01/09/2025,"02","00066232",435.00,01/09/2025,"W",4636,37,186544,2207
"0611202207",01/09/2025,"15","00066232",9.25,01/09/2025,"F",0,0,186545,2207
"0611202208",01/09/2025,"02","00066233",159.00,01/09/2025,"W",4117,17,186546,2208
"0611202208",01/09/2025,"15","00066233",4.25,01/09/2025,"F",0,0,186547,2208
"0611202210",01/09/2025,"02","00066234",111.00,01/09/2025,"W",2283,13,186548,2210
"0611202210",01/09/2025,"15","00066234",3.25,01/09/2025,"F",0,0,186549,2210
"0611202211",01/09/2025,"02","00066235",405.00,01/09/2025,"W",1664,35,186550,2211
"0611202211",01/09/2025,"15","00066235",8.75,01/09/2025,"F",0,0,186551,2211
"0611202212",01/09/2025,"02","00066236",276.00,01/09/2025,"W",1599,26,186552,2212
"0611202212",01/09/2025,"15","00066236",6.50,01/09/2025,"F",0,0,186553,2212
"0611202213",01/09/2025,"02","00066237",450.00,01/09/2025,"W",4840,38,186554,2213
"0611202213",01/09/2025,"15","00066237",9.50,01/09/2025,"F",0,0,186555,2213
"0611202214",01/09/2025,"02","00066238",75.00,01/09/2025,"W",3390,2,186556,2214
"0611202214",01/09/2025,"15","00066238",0.50,01/09/2025,"F",0,0,186557,2214
"0611202215",01/09/2025,"02","00066239",75.00,01/09/2025,"W",1,0,186558,2215
"0611202216",01/09/2025,"02","00066240",75.00,01/09/2025,"W",3267,6,186559,2216
"0611202216",01/09/2025,"15","00066240",1.50,01/09/2025,"F",0,0,186560,2216
"0611202217",01/09/2025,"02","00066241",75.00,01/09/2025,"W",1295,8,186561,2217
"0611202217",01/09/2025,"15","00066241",2.00,01/09/2025,"F",0,0,186562,2217
"0611202218",01/09/2025,"02","00066242",183.00,01/09/2025,"W",691,19,186563,2218
"0611202218",01/09/2025,"15","00066242",4.75,01/09/2025,"F",0,0,186564,2218
"0611202219",01/09/2025,"02","00066243",99.00,01/09/2025,"W",788,12,186565,2219
"0611202219",01/09/2025,"15","00066243",3.00,01/09/2025,"F",0,0,186566,2219
"0611202221",01/09/2025,"02","00066244",75.00,01/09/2025,"W",2580,8,186567,2221
"0611202221",01/09/2025,"15","00066244",2.00,01/09/2025,"F",0,0,186568,2221
"0611202223",01/09/2025,"02","00066245",75.00,01/09/2025,"W",7,0,186569,2223
"0611202224",01/09/2025,"02","00066246",276.00,01/09/2025,"W",3081,26,186570,2224
"0611202224",01/09/2025,"15","00066246",6.50,01/09/2025,"F",0,0,186571,2224
"0611202225",01/09/2025,"02","00066247",360.00,01/09/2025,"W",6123,32,186572,2225
"0611202225",01/09/2025,"15","00066247",8.00,01/09/2025,"F",0,0,186573,2225
"0611202226",01/09/2025,"02","00066248",171.00,01/09/2025,"W",672,18,186574,2226
"0611202226",01/09/2025,"15","00066248",4.50,01/09/2025,"F",0,0,186575,2226
"0611202227",01/09/2025,"02","00066249",147.00,01/09/2025,"W",2227,16,186576,2227
"0611202227",01/09/2025,"15","00066249",4.00,01/09/2025,"F",0,0,186577,2227
"0611202228",01/09/2025,"02","00066250",7611.00,01/09/2025,"W",5385,437,186578,2228
"0611202228",01/09/2025,"15","00066250",109.30,01/09/2025,"F",0,0,186579,2228
"0611202229",01/09/2025,"02","00066251",195.00,01/09/2025,"W",743,20,186580,2229
"0611202229",01/09/2025,"15","00066251",5.00,01/09/2025,"F",0,0,186581,2229
"0611202231",01/09/2025,"02","00066252",249.00,01/09/2025,"W",2552,24,186582,2231
"0611202231",01/09/2025,"15","00066252",6.00,01/09/2025,"F",0,0,186583,2231
"0611202232",01/09/2025,"02","00066253",496.50,01/09/2025,"W",1463,41,186584,2232
"0611202232",01/09/2025,"15","00066253",10.25,01/09/2025,"F",0,0,186585,2232
"0611202233",01/09/2025,"02","00066254",123.00,01/09/2025,"W",1524,14,186586,2233
"0611202233",01/09/2025,"15","00066254",3.50,01/09/2025,"F",0,0,186587,2233
"0611202234",01/09/2025,"02","00066255",87.00,01/09/2025,"W",6002,11,186588,2234
"0611202234",01/09/2025,"15","00066255",2.75,01/09/2025,"F",0,0,186589,2234
"0612202235",01/09/2025,"02","00066256",9069.00,01/09/2025,"W",20047,518,186590,2235
"0612202235",01/09/2025,"15","00066256",129.50,01/09/2025,"F",0,0,186591,2235
"0611202353",01/09/2025,"02","00066257",276.00,01/09/2025,"W",481,26,186592,2353
"0611202353",01/09/2025,"15","00066257",6.50,01/09/2025,"F",0,0,186593,2353
"0611202371",01/09/2025,"02","00066258",195.00,01/09/2025,"W",424,20,186594,2371
"0611202371",01/09/2025,"15","00066258",5.00,01/09/2025,"F",0,0,186595,2371
"0611202375",01/09/2025,"02","00066259",75.00,01/09/2025,"W",124,7,186596,2375
"0611202375",01/09/2025,"15","00066259",1.75,01/09/2025,"F",0,0,186597,2375
"0611202390",01/09/2025,"02","00066260",75.00,01/09/2025,"W",415,10,186598,2390
"0611202390",01/09/2025,"15","00066260",2.50,01/09/2025,"F",0,0,186599,2390
"0613202399",01/09/2025,"02","00066261",266.50,01/09/2025,"W",494,21,186600,2399
"0613202399",01/09/2025,"15","00066261",5.25,01/09/2025,"F",0,0,186601,2399
"0611202401",01/09/2025,"02","00066262",87.00,01/09/2025,"W",379,11,186602,2401
"0611202401",01/09/2025,"15","00066262",2.75,01/09/2025,"F",0,0,186603,2401
"0611202413",01/09/2025,"02","00066263",195.00,01/09/2025,"W",170,20,186604,2413
"0611202413",01/09/2025,"15","00066263",5.00,01/09/2025,"F",0,0,186605,2413
"0611202427",01/09/2025,"02","00066264",75.00,01/09/2025,"W",119,10,186606,2427
"0611202427",01/09/2025,"15","00066264",2.50,01/09/2025,"F",0,0,186607,2427
"0611202430",01/09/2025,"02","00066265",135.00,01/09/2025,"W",145,15,186608,2430
"0611202430",01/09/2025,"15","00066265",3.75,01/09/2025,"F",0,0,186609,2430
"0611202470",01/09/2025,"02","00066266",195.00,01/09/2025,"W",210,20,186610,2470
"0611202470",01/09/2025,"15","00066266",5.00,01/09/2025,"F",0,0,186611,2470
"0611202487",01/09/2025,"02","00066267",75.00,01/09/2025,"W",51,7,186612,2487
"0611202487",01/09/2025,"15","00066267",1.75,01/09/2025,"F",0,0,186613,2487
"0611202555",01/09/2025,"02","00066268",249.00,01/09/2025,"W",122,24,186614,2555
"0611202555",01/09/2025,"15","00066268",6.00,01/09/2025,"F",0,0,186615,2555
"0611202592",01/09/2025,"02","00066269",222.00,01/09/2025,"W",87,22,186616,2592
"0611202592",01/09/2025,"15","00066269",5.50,01/09/2025,"F",0,0,186617,2592
"0611202622",01/09/2025,"02","00066270",111.00,01/09/2025,"W",51,13,186618,2622
"0611202622",01/09/2025,"15","00066270",3.25,01/09/2025,"F",0,0,186619,2622
"0611202625",01/09/2025,"02","00066271",171.00,01/09/2025,"W",45,18,186620,2625
"0611202625",01/09/2025,"15","00066271",4.50,01/09/2025,"F",0,0,186621,2625
"0611202193",01/09/2025,"04","6998633",-123.00,/  /,"W",0,0,186622,2193
"0611202193",01/09/2025,"15","6998633",-3.50,/  /,"F",0,0,186623,2193
"0411201300",01/10/2025,"04","6998634",-624.00,/  /,"W",0,0,186624,1300
"0411201300",01/10/2025,"15","6998634",-17.00,/  /,"F",0,0,186625,1300
"0311200139",01/10/2025,"04","6998635",-420.00,/  /,"W",0,0,186626,139
"0311200139",01/10/2025,"15","6998635",-9.00,/  /,"F",0,0,186627,139
"1111201844",01/10/2025,"04","6999167",-1648.50,/  /,"W",0,0,186628,1844
"1111201844",01/10/2025,"15","6999167",-32.50,/  /,"F",0,0,186629,1844
"0711200804",01/10/2025,"04","6999168",-1104.00,/  /,"W",0,0,186630,804
"0711200804",01/10/2025,"15","6999168",-24.00,/  /,"F",0,0,186631,804
"0611202186",01/10/2025,"04","6998636",-135.00,/  /,"W",0,0,186632,2186
"0611202186",01/10/2025,"15","6998636",-3.75,/  /,"F",0,0,186633,2186
"0511202248",01/10/2025,"04","6999169",-738.00,/  /,"W",0,0,186634,2248
"0511202248",01/10/2025,"15","6999169",-12.75,/  /,"F",0,0,186635,2248
"0311202444",01/10/2025,"04","6998637",-75.00,/  /,"W",0,0,186636,2444
"0311202444",01/10/2025,"15","6998637",-2.00,/  /,"F",0,0,186637,2444
"0311200171",01/10/2025,"04","6999170",-171.00,/  /,"W",0,0,186638,171
"0311200171",01/10/2025,"15","6999170",-4.50,/  /,"F",0,0,186639,171
"0211200057",01/10/2025,"04","6998638",-195.00,/  /,"W",0,0,186640,57
"0211200057",01/10/2025,"15","6998638",-5.00,/  /,"F",0,0,186641,57
"0311200202",01/10/2025,"04","6998639",-471.00,/  /,"W",0,0,186642,202
"0311200202",01/10/2025,"15","6998639",-14.50,/  /,"F",0,0,186643,202
"0211202447",01/10/2025,"04","6999171",-874.50,/  /,"W",0,0,186644,2447
"0211202447",01/10/2025,"15","6999171",-24.50,/  /,"F",0,0,186645,2447
"0911201443",01/10/2025,"04","6998640",-75.00,/  /,"W",0,0,186646,1443
"0911201443",01/10/2025,"15","6998640",-0.75,/  /,"F",0,0,186647,1443
"0311200204",01/10/2025,"04","6998641",-273.00,/  /,"W",0,0,186648,204
"0311200204",01/10/2025,"15","6998641",-8.00,/  /,"F",0,0,186649,204
"1211201170",01/10/2025,"04","6998642",-159.00,/  /,"W",0,0,186650,1170
"1211201170",01/10/2025,"15","6998642",-4.00,/  /,"F",0,0,186651,1170
"1111201732",01/10/2025,"04","6998643",-75.00,/  /,"W",0,0,186652,1732
"1111201732",01/10/2025,"15","6998643",-2.50,/  /,"F",0,0,186653,1732
"0711202372",01/10/2025,"04","6998644",-150.00,/  /,"W",0,0,186654,2372
"0711202372",01/10/2025,"15","6998644",-2.00,/  /,"F",0,0,186655,2372
"0711200821",01/10/2025,"04","6998645",-150.00,/  /,"W",0,0,186656,821
"0711200821",01/10/2025,"15","6998645",-2.75,/  /,"F",0,0,186657,821
"0511202326",01/10/2025,"04","6999172",-159.00,/  /,"W",0,0,186658,2326
